;Payment_Behaviour
40769;Low_spent_Medium_value_payments
40770;Low_spent_Large_value_payments
40771;High_spent_Large_value_payments
40772;Low_spent_Small_value_payments
40773;High_spent_Medium_value_payments
40774;Low_spent_Small_value_payments
40775;Low_spent_Medium_value_payments
40776;Low_spent_Small_value_payments
40777;High_spent_Medium_value_payments
40778;Low_spent_Small_value_payments
40779;High_spent_Small_value_payments
40780;High_spent_Small_value_payments
40781;Low_spent_Small_value_payments
40782;Low_spent_Medium_value_payments
40783;High_spent_Large_value_payments
40784;Low_spent_Small_value_payments
40785;Low_spent_Medium_value_payments
40786;Low_spent_Large_value_payments
40787;Low_spent_Medium_value_payments
40788;Low_spent_Medium_value_payments
40789;High_spent_Medium_value_payments
40790;High_spent_Large_value_payments
40791;High_spent_Medium_value_payments
40792;Low_spent_Medium_value_payments
40793;Low_spent_Medium_value_payments
40794;High_spent_Medium_value_payments
40795;High_spent_Small_value_payments
40796;Low_spent_Small_value_payments
40797;High_spent_Medium_value_payments
40798;Low_spent_Medium_value_payments
40799;Low_spent_Medium_value_payments
40800;High_spent_Large_value_payments
40801;High_spent_Medium_value_payments
40802;High_spent_Medium_value_payments
40803;High_spent_Medium_value_payments
40804;Low_spent_Medium_value_payments
40805;High_spent_Medium_value_payments
40806;Low_spent_Medium_value_payments
40807;Low_spent_Medium_value_payments
40808;High_spent_Large_value_payments
40809;Low_spent_Medium_value_payments
40810;Low_spent_Medium_value_payments
40811;Low_spent_Medium_value_payments
40812;Low_spent_Small_value_payments
40813;Low_spent_Small_value_payments
40814;Low_spent_Small_value_payments
40815;Low_spent_Small_value_payments
40816;Low_spent_Medium_value_payments
40817;Low_spent_Large_value_payments
40818;Low_spent_Large_value_payments
40819;High_spent_Large_value_payments
40820;Low_spent_Large_value_payments
40821;High_spent_Medium_value_payments
40822;Low_spent_Medium_value_payments
40823;Low_spent_Medium_value_payments
40824;Low_spent_Medium_value_payments
40825;Low_spent_Large_value_payments
40826;High_spent_Large_value_payments
40827;High_spent_Large_value_payments
40828;High_spent_Medium_value_payments
40829;Low_spent_Medium_value_payments
40830;Low_spent_Small_value_payments
40831;Low_spent_Small_value_payments
40832;High_spent_Medium_value_payments
40833;High_spent_Large_value_payments
40834;Low_spent_Medium_value_payments
40835;Low_spent_Small_value_payments
40836;Low_spent_Large_value_payments
40837;Low_spent_Small_value_payments
40838;High_spent_Large_value_payments
40839;High_spent_Medium_value_payments
40840;High_spent_Large_value_payments
40841;Low_spent_Large_value_payments
40842;High_spent_Medium_value_payments
40843;Low_spent_Small_value_payments
40844;Low_spent_Small_value_payments
40845;High_spent_Small_value_payments
40846;Low_spent_Small_value_payments
40847;High_spent_Small_value_payments
40848;Low_spent_Medium_value_payments
40849;High_spent_Medium_value_payments
40850;Low_spent_Medium_value_payments
40851;Low_spent_Medium_value_payments
40852;High_spent_Large_value_payments
40853;High_spent_Medium_value_payments
40854;High_spent_Medium_value_payments
40855;High_spent_Medium_value_payments
40856;Low_spent_Small_value_payments
40857;High_spent_Large_value_payments
40858;High_spent_Medium_value_payments
40859;High_spent_Large_value_payments
40860;High_spent_Small_value_payments
40861;Low_spent_Small_value_payments
40862;Low_spent_Small_value_payments
40863;Low_spent_Small_value_payments
40864;Low_spent_Medium_value_payments
40865;High_spent_Large_value_payments
40866;High_spent_Large_value_payments
40867;Low_spent_Small_value_payments
40868;Low_spent_Medium_value_payments
40869;High_spent_Medium_value_payments
40870;Low_spent_Small_value_payments
40871;Low_spent_Small_value_payments
40872;Low_spent_Medium_value_payments
40873;High_spent_Medium_value_payments
40874;Low_spent_Small_value_payments
40875;Low_spent_Small_value_payments
40876;High_spent_Small_value_payments
40877;High_spent_Medium_value_payments
40878;High_spent_Medium_value_payments
40879;High_spent_Small_value_payments
40880;High_spent_Medium_value_payments
40881;Low_spent_Small_value_payments
40882;Low_spent_Medium_value_payments
40883;Low_spent_Small_value_payments
40884;High_spent_Large_value_payments
40885;High_spent_Medium_value_payments
40886;Low_spent_Medium_value_payments
40887;High_spent_Large_value_payments
40888;High_spent_Medium_value_payments
40889;High_spent_Large_value_payments
40890;Low_spent_Small_value_payments
40891;Low_spent_Small_value_payments
40892;High_spent_Large_value_payments
40893;Low_spent_Medium_value_payments
40894;High_spent_Small_value_payments
40895;High_spent_Medium_value_payments
40896;High_spent_Large_value_payments
40897;High_spent_Large_value_payments
40898;High_spent_Medium_value_payments
40899;High_spent_Medium_value_payments
40900;Low_spent_Small_value_payments
40901;Low_spent_Small_value_payments
40902;High_spent_Small_value_payments
40903;Low_spent_Small_value_payments
40904;Low_spent_Medium_value_payments
40905;Low_spent_Small_value_payments
40906;Low_spent_Small_value_payments
40907;Low_spent_Small_value_payments
40908;Low_spent_Small_value_payments
40909;High_spent_Medium_value_payments
40910;Low_spent_Medium_value_payments
40911;High_spent_Small_value_payments
40912;High_spent_Medium_value_payments
40913;High_spent_Small_value_payments
40914;High_spent_Small_value_payments
40915;High_spent_Large_value_payments
40916;High_spent_Small_value_payments
40917;Low_spent_Small_value_payments
40918;High_spent_Medium_value_payments
40919;Low_spent_Large_value_payments
40920;High_spent_Medium_value_payments
40921;Low_spent_Medium_value_payments
40922;High_spent_Small_value_payments
40923;Low_spent_Large_value_payments
40924;High_spent_Small_value_payments
40925;High_spent_Medium_value_payments
40926;High_spent_Medium_value_payments
40927;High_spent_Small_value_payments
40928;Low_spent_Large_value_payments
40929;High_spent_Medium_value_payments
40930;High_spent_Small_value_payments
40931;High_spent_Medium_value_payments
40932;High_spent_Large_value_payments
40933;High_spent_Small_value_payments
40934;High_spent_Large_value_payments
40935;High_spent_Small_value_payments
40936;Low_spent_Small_value_payments
40937;Low_spent_Small_value_payments
40938;High_spent_Medium_value_payments
40939;High_spent_Medium_value_payments
40940;High_spent_Large_value_payments
40941;Low_spent_Medium_value_payments
40942;High_spent_Large_value_payments
40943;Low_spent_Large_value_payments
40944;Low_spent_Small_value_payments
40945;Low_spent_Large_value_payments
40946;High_spent_Medium_value_payments
40947;Low_spent_Large_value_payments
40948;Low_spent_Medium_value_payments
40949;High_spent_Medium_value_payments
40950;High_spent_Small_value_payments
40951;High_spent_Medium_value_payments
40952;Low_spent_Large_value_payments
40953;Low_spent_Medium_value_payments
40954;High_spent_Medium_value_payments
40955;Low_spent_Medium_value_payments
40956;High_spent_Medium_value_payments
40957;High_spent_Medium_value_payments
40958;High_spent_Small_value_payments
40959;Low_spent_Large_value_payments
40960;Low_spent_Large_value_payments
40961;Low_spent_Small_value_payments
40962;High_spent_Small_value_payments
40963;High_spent_Small_value_payments
40964;High_spent_Medium_value_payments
40965;Low_spent_Small_value_payments
40966;Low_spent_Small_value_payments
40967;High_spent_Large_value_payments
40968;Low_spent_Small_value_payments
40969;Low_spent_Small_value_payments
40970;High_spent_Medium_value_payments
40971;High_spent_Large_value_payments
40972;Low_spent_Medium_value_payments
40973;Low_spent_Medium_value_payments
40974;High_spent_Small_value_payments
40975;Low_spent_Medium_value_payments
40976;Low_spent_Medium_value_payments
40977;High_spent_Small_value_payments
40978;High_spent_Large_value_payments
40979;High_spent_Medium_value_payments
40980;Low_spent_Large_value_payments
40981;High_spent_Large_value_payments
40982;Low_spent_Medium_value_payments
40983;High_spent_Large_value_payments
40984;High_spent_Medium_value_payments
40985;Low_spent_Small_value_payments
40986;Low_spent_Small_value_payments
40987;Low_spent_Small_value_payments
40988;High_spent_Medium_value_payments
40989;High_spent_Large_value_payments
40990;High_spent_Large_value_payments
40991;High_spent_Medium_value_payments
40992;Low_spent_Small_value_payments
40993;High_spent_Medium_value_payments
40994;Low_spent_Medium_value_payments
40995;Low_spent_Large_value_payments
40996;High_spent_Small_value_payments
40997;High_spent_Medium_value_payments
40998;Low_spent_Medium_value_payments
40999;High_spent_Small_value_payments
41000;High_spent_Large_value_payments
41001;High_spent_Large_value_payments
41002;High_spent_Large_value_payments
41003;Low_spent_Medium_value_payments
41004;High_spent_Small_value_payments
41005;High_spent_Medium_value_payments
41006;High_spent_Medium_value_payments
41007;High_spent_Large_value_payments
41008;Low_spent_Small_value_payments
41009;Low_spent_Small_value_payments
41010;High_spent_Large_value_payments
41011;High_spent_Large_value_payments
41012;Low_spent_Small_value_payments
41013;Low_spent_Medium_value_payments
41014;Low_spent_Medium_value_payments
41015;High_spent_Small_value_payments
41016;High_spent_Small_value_payments
41017;Low_spent_Small_value_payments
41018;Low_spent_Small_value_payments
41019;Low_spent_Small_value_payments
41020;Low_spent_Large_value_payments
41021;Low_spent_Small_value_payments
41022;Low_spent_Small_value_payments
41023;Low_spent_Medium_value_payments
41024;High_spent_Large_value_payments
41025;Low_spent_Medium_value_payments
41026;Low_spent_Small_value_payments
41027;High_spent_Small_value_payments
41028;High_spent_Large_value_payments
41029;Low_spent_Medium_value_payments
41030;Low_spent_Medium_value_payments
41031;Low_spent_Small_value_payments
41032;High_spent_Large_value_payments
41033;High_spent_Large_value_payments
41034;Low_spent_Medium_value_payments
41035;Low_spent_Medium_value_payments
41036;Low_spent_Small_value_payments
41037;High_spent_Small_value_payments
41038;Low_spent_Small_value_payments
41039;Low_spent_Large_value_payments
41040;High_spent_Small_value_payments
41041;Low_spent_Medium_value_payments
41042;High_spent_Large_value_payments
41043;Low_spent_Medium_value_payments
41044;High_spent_Small_value_payments
41045;Low_spent_Large_value_payments
41046;Low_spent_Small_value_payments
41047;High_spent_Large_value_payments
41048;Low_spent_Medium_value_payments
41049;Low_spent_Large_value_payments
41050;Low_spent_Small_value_payments
41051;Low_spent_Small_value_payments
41052;Low_spent_Large_value_payments
41053;Low_spent_Small_value_payments
41054;High_spent_Small_value_payments
41055;Low_spent_Medium_value_payments
41056;Low_spent_Small_value_payments
41057;High_spent_Small_value_payments
41058;High_spent_Medium_value_payments
41059;High_spent_Large_value_payments
41060;High_spent_Small_value_payments
41061;High_spent_Small_value_payments
41062;Low_spent_Small_value_payments
41063;Low_spent_Medium_value_payments
41064;Low_spent_Small_value_payments
41065;High_spent_Large_value_payments
41066;Low_spent_Medium_value_payments
41067;High_spent_Small_value_payments
41068;Low_spent_Medium_value_payments
41069;Low_spent_Small_value_payments
41070;Low_spent_Small_value_payments
41071;Low_spent_Medium_value_payments
41072;High_spent_Large_value_payments
41073;High_spent_Large_value_payments
41074;High_spent_Medium_value_payments
41075;Low_spent_Large_value_payments
41076;High_spent_Medium_value_payments
41077;Low_spent_Large_value_payments
41078;Low_spent_Large_value_payments
41079;High_spent_Large_value_payments
41080;Low_spent_Large_value_payments
41081;Low_spent_Large_value_payments
41082;High_spent_Large_value_payments
41083;Low_spent_Small_value_payments
41084;Low_spent_Large_value_payments
41085;Low_spent_Large_value_payments
41086;Low_spent_Large_value_payments
41087;High_spent_Small_value_payments
41088;High_spent_Small_value_payments
41089;Low_spent_Large_value_payments
41090;Low_spent_Medium_value_payments
41091;High_spent_Large_value_payments
41092;Low_spent_Medium_value_payments
41093;Low_spent_Medium_value_payments
41094;High_spent_Medium_value_payments
41095;High_spent_Large_value_payments
41096;High_spent_Medium_value_payments
41097;Low_spent_Medium_value_payments
41098;Low_spent_Medium_value_payments
41099;Low_spent_Medium_value_payments
41100;Low_spent_Small_value_payments
41101;High_spent_Large_value_payments
41102;High_spent_Large_value_payments
41103;Low_spent_Large_value_payments
41104;Low_spent_Large_value_payments
41105;High_spent_Large_value_payments
41106;High_spent_Large_value_payments
41107;High_spent_Small_value_payments
41108;Low_spent_Small_value_payments
41109;Low_spent_Medium_value_payments
41110;Low_spent_Small_value_payments
41111;Low_spent_Small_value_payments
41112;High_spent_Medium_value_payments
41113;High_spent_Large_value_payments
41114;Low_spent_Small_value_payments
41115;High_spent_Large_value_payments
41116;Low_spent_Large_value_payments
41117;High_spent_Small_value_payments
41118;Low_spent_Small_value_payments
41119;Low_spent_Small_value_payments
41120;Low_spent_Medium_value_payments
41121;High_spent_Medium_value_payments
41122;Low_spent_Medium_value_payments
41123;High_spent_Large_value_payments
41124;High_spent_Small_value_payments
41125;Low_spent_Small_value_payments
41126;Low_spent_Medium_value_payments
41127;Low_spent_Small_value_payments
41128;Low_spent_Medium_value_payments
41129;High_spent_Large_value_payments
41130;High_spent_Large_value_payments
41131;High_spent_Medium_value_payments
41132;High_spent_Medium_value_payments
41133;Low_spent_Small_value_payments
41134;Low_spent_Medium_value_payments
41135;High_spent_Medium_value_payments
41136;Low_spent_Large_value_payments
41137;Low_spent_Large_value_payments
41138;Low_spent_Medium_value_payments
41139;High_spent_Small_value_payments
41140;High_spent_Large_value_payments
41141;Low_spent_Small_value_payments
41142;High_spent_Large_value_payments
41143;High_spent_Medium_value_payments
41144;Low_spent_Large_value_payments
41145;Low_spent_Small_value_payments
41146;Low_spent_Medium_value_payments
41147;High_spent_Medium_value_payments
41148;Low_spent_Small_value_payments
41149;Low_spent_Medium_value_payments
41150;High_spent_Medium_value_payments
41151;Low_spent_Small_value_payments
41152;High_spent_Small_value_payments
41153;Low_spent_Small_value_payments
41154;Low_spent_Medium_value_payments
41155;Low_spent_Large_value_payments
41156;Low_spent_Large_value_payments
41157;High_spent_Large_value_payments
41158;Low_spent_Small_value_payments
41159;High_spent_Large_value_payments
41160;High_spent_Medium_value_payments
41161;High_spent_Medium_value_payments
41162;High_spent_Small_value_payments
41163;High_spent_Medium_value_payments
41164;Low_spent_Large_value_payments
41165;High_spent_Medium_value_payments
41166;Low_spent_Medium_value_payments
41167;High_spent_Small_value_payments
41168;Low_spent_Small_value_payments
41169;High_spent_Medium_value_payments
41170;Low_spent_Large_value_payments
41171;Low_spent_Small_value_payments
41172;High_spent_Medium_value_payments
41173;Low_spent_Medium_value_payments
41174;High_spent_Large_value_payments
41175;Low_spent_Small_value_payments
41176;High_spent_Large_value_payments
41177;High_spent_Large_value_payments
41178;High_spent_Small_value_payments
41179;Low_spent_Medium_value_payments
41180;Low_spent_Medium_value_payments
41181;Low_spent_Medium_value_payments
41182;High_spent_Large_value_payments
41183;High_spent_Small_value_payments
41184;High_spent_Large_value_payments
41185;High_spent_Medium_value_payments
41186;Low_spent_Medium_value_payments
41187;Low_spent_Small_value_payments
41188;Low_spent_Small_value_payments
41189;High_spent_Small_value_payments
41190;High_spent_Medium_value_payments
41191;Low_spent_Small_value_payments
41192;Low_spent_Large_value_payments
41193;High_spent_Small_value_payments
41194;Low_spent_Small_value_payments
41195;High_spent_Large_value_payments
41196;Low_spent_Small_value_payments
41197;Low_spent_Medium_value_payments
41198;High_spent_Large_value_payments
41199;Low_spent_Small_value_payments
41200;High_spent_Small_value_payments
41201;High_spent_Medium_value_payments
41202;High_spent_Large_value_payments
41203;High_spent_Medium_value_payments
41204;Low_spent_Large_value_payments
41205;High_spent_Small_value_payments
41206;Low_spent_Large_value_payments
41207;High_spent_Medium_value_payments
41208;Low_spent_Small_value_payments
41209;Low_spent_Small_value_payments
41210;Low_spent_Medium_value_payments
41211;Low_spent_Small_value_payments
41212;High_spent_Medium_value_payments
41213;Low_spent_Large_value_payments
41214;Low_spent_Large_value_payments
41215;High_spent_Large_value_payments
41216;Low_spent_Medium_value_payments
41217;High_spent_Small_value_payments
41218;Low_spent_Large_value_payments
41219;High_spent_Large_value_payments
41220;Low_spent_Small_value_payments
41221;High_spent_Small_value_payments
41222;High_spent_Medium_value_payments
41223;High_spent_Medium_value_payments
41224;High_spent_Large_value_payments
41225;Low_spent_Medium_value_payments
41226;High_spent_Medium_value_payments
41227;Low_spent_Large_value_payments
41228;Low_spent_Large_value_payments
41229;High_spent_Medium_value_payments
41230;High_spent_Small_value_payments
41231;Low_spent_Small_value_payments
41232;High_spent_Small_value_payments
41233;Low_spent_Small_value_payments
41234;Low_spent_Small_value_payments
41235;Low_spent_Small_value_payments
41236;High_spent_Medium_value_payments
41237;Low_spent_Medium_value_payments
41238;Low_spent_Small_value_payments
41239;Low_spent_Large_value_payments
41240;Low_spent_Large_value_payments
41241;High_spent_Small_value_payments
41242;High_spent_Medium_value_payments
41243;High_spent_Large_value_payments
41244;High_spent_Medium_value_payments
41245;Low_spent_Small_value_payments
41246;High_spent_Large_value_payments
41247;Low_spent_Small_value_payments
41248;Low_spent_Medium_value_payments
41249;Low_spent_Large_value_payments
41250;High_spent_Medium_value_payments
41251;High_spent_Medium_value_payments
41252;Low_spent_Small_value_payments
41253;Low_spent_Large_value_payments
41254;High_spent_Medium_value_payments
41255;Low_spent_Small_value_payments
41256;Low_spent_Small_value_payments
41257;High_spent_Medium_value_payments
41258;High_spent_Small_value_payments
41259;Low_spent_Medium_value_payments
41260;Low_spent_Small_value_payments
41261;High_spent_Large_value_payments
41262;Low_spent_Large_value_payments
41263;High_spent_Small_value_payments
41264;High_spent_Medium_value_payments
41265;High_spent_Medium_value_payments
41266;High_spent_Medium_value_payments
41267;High_spent_Medium_value_payments
41268;Low_spent_Small_value_payments
41269;High_spent_Small_value_payments
41270;High_spent_Large_value_payments
41271;Low_spent_Small_value_payments
41272;Low_spent_Small_value_payments
41273;Low_spent_Small_value_payments
41274;Low_spent_Small_value_payments
41275;Low_spent_Large_value_payments
41276;High_spent_Small_value_payments
41277;High_spent_Small_value_payments
41278;Low_spent_Small_value_payments
41279;Low_spent_Medium_value_payments
41280;High_spent_Medium_value_payments
41281;High_spent_Large_value_payments
41282;Low_spent_Medium_value_payments
41283;Low_spent_Large_value_payments
41284;High_spent_Small_value_payments
41285;Low_spent_Small_value_payments
41286;High_spent_Medium_value_payments
41287;High_spent_Large_value_payments
41288;High_spent_Medium_value_payments
41289;Low_spent_Medium_value_payments
41290;Low_spent_Small_value_payments
41291;Low_spent_Small_value_payments
41292;High_spent_Small_value_payments
41293;Low_spent_Large_value_payments
41294;Low_spent_Medium_value_payments
41295;Low_spent_Small_value_payments
41296;Low_spent_Medium_value_payments
41297;High_spent_Medium_value_payments
41298;Low_spent_Medium_value_payments
41299;Low_spent_Large_value_payments
41300;High_spent_Large_value_payments
41301;High_spent_Small_value_payments
41302;Low_spent_Medium_value_payments
41303;High_spent_Small_value_payments
41304;Low_spent_Small_value_payments
41305;High_spent_Large_value_payments
41306;Low_spent_Small_value_payments
41307;High_spent_Small_value_payments
41308;High_spent_Medium_value_payments
41309;Low_spent_Medium_value_payments
41310;Low_spent_Small_value_payments
41311;Low_spent_Small_value_payments
41312;Low_spent_Small_value_payments
41313;High_spent_Small_value_payments
41314;High_spent_Large_value_payments
41315;Low_spent_Small_value_payments
41316;High_spent_Medium_value_payments
41317;Low_spent_Medium_value_payments
41318;High_spent_Medium_value_payments
41319;High_spent_Small_value_payments
41320;High_spent_Large_value_payments
41321;High_spent_Medium_value_payments
41322;High_spent_Small_value_payments
41323;Low_spent_Small_value_payments
41324;High_spent_Large_value_payments
41325;Low_spent_Medium_value_payments
41326;High_spent_Medium_value_payments
41327;High_spent_Medium_value_payments
41328;High_spent_Small_value_payments
41329;High_spent_Small_value_payments
41330;Low_spent_Medium_value_payments
41331;Low_spent_Small_value_payments
41332;High_spent_Medium_value_payments
41333;High_spent_Small_value_payments
41334;High_spent_Large_value_payments
41335;High_spent_Large_value_payments
41336;High_spent_Medium_value_payments
41337;High_spent_Medium_value_payments
41338;High_spent_Small_value_payments
41339;Low_spent_Medium_value_payments
41340;Low_spent_Large_value_payments
41341;High_spent_Small_value_payments
41342;High_spent_Medium_value_payments
41343;Low_spent_Small_value_payments
41344;High_spent_Large_value_payments
41345;Low_spent_Large_value_payments
41346;High_spent_Large_value_payments
41347;Low_spent_Large_value_payments
41348;Low_spent_Small_value_payments
41349;Low_spent_Small_value_payments
41350;Low_spent_Small_value_payments
41351;High_spent_Small_value_payments
41352;High_spent_Small_value_payments
41353;High_spent_Medium_value_payments
41354;Low_spent_Large_value_payments
41355;Low_spent_Large_value_payments
41356;High_spent_Medium_value_payments
41357;High_spent_Large_value_payments
41358;High_spent_Small_value_payments
41359;Low_spent_Medium_value_payments
41360;High_spent_Medium_value_payments
41361;Low_spent_Small_value_payments
41362;Low_spent_Small_value_payments
41363;Low_spent_Small_value_payments
41364;Low_spent_Medium_value_payments
41365;Low_spent_Medium_value_payments
41366;High_spent_Large_value_payments
41367;High_spent_Medium_value_payments
41368;Low_spent_Large_value_payments
41369;Low_spent_Small_value_payments
41370;Low_spent_Medium_value_payments
41371;Low_spent_Small_value_payments
41372;Low_spent_Small_value_payments
41373;Low_spent_Small_value_payments
41374;Low_spent_Small_value_payments
41375;High_spent_Small_value_payments
41376;High_spent_Large_value_payments
41377;Low_spent_Small_value_payments
41378;Low_spent_Medium_value_payments
41379;High_spent_Medium_value_payments
41380;Low_spent_Small_value_payments
41381;Low_spent_Medium_value_payments
41382;Low_spent_Large_value_payments
41383;Low_spent_Large_value_payments
41384;High_spent_Medium_value_payments
41385;Low_spent_Medium_value_payments
41386;Low_spent_Medium_value_payments
41387;High_spent_Small_value_payments
41388;Low_spent_Small_value_payments
41389;High_spent_Small_value_payments
41390;High_spent_Small_value_payments
41391;Low_spent_Medium_value_payments
41392;Low_spent_Small_value_payments
41393;High_spent_Small_value_payments
41394;Low_spent_Small_value_payments
41395;Low_spent_Small_value_payments
41396;Low_spent_Large_value_payments
41397;Low_spent_Medium_value_payments
41398;Low_spent_Large_value_payments
41399;High_spent_Large_value_payments
41400;High_spent_Medium_value_payments
41401;High_spent_Small_value_payments
41402;High_spent_Medium_value_payments
41403;Low_spent_Small_value_payments
41404;High_spent_Large_value_payments
41405;High_spent_Medium_value_payments
41406;High_spent_Medium_value_payments
41407;Low_spent_Medium_value_payments
41408;High_spent_Small_value_payments
41409;High_spent_Large_value_payments
41410;High_spent_Small_value_payments
41411;High_spent_Medium_value_payments
41412;High_spent_Medium_value_payments
41413;Low_spent_Small_value_payments
41414;Low_spent_Small_value_payments
41415;High_spent_Medium_value_payments
41416;Low_spent_Large_value_payments
41417;High_spent_Large_value_payments
41418;High_spent_Large_value_payments
41419;Low_spent_Small_value_payments
41420;High_spent_Small_value_payments
41421;High_spent_Large_value_payments
41422;Low_spent_Small_value_payments
41423;High_spent_Small_value_payments
41424;High_spent_Large_value_payments
41425;High_spent_Large_value_payments
41426;High_spent_Medium_value_payments
41427;High_spent_Large_value_payments
41428;High_spent_Medium_value_payments
41429;High_spent_Medium_value_payments
41430;Low_spent_Small_value_payments
41431;Low_spent_Small_value_payments
41432;Low_spent_Medium_value_payments
41433;High_spent_Medium_value_payments
41434;Low_spent_Small_value_payments
41435;High_spent_Large_value_payments
41436;Low_spent_Small_value_payments
41437;High_spent_Small_value_payments
41438;Low_spent_Small_value_payments
41439;Low_spent_Medium_value_payments
41440;High_spent_Medium_value_payments
41441;High_spent_Medium_value_payments
41442;Low_spent_Large_value_payments
41443;High_spent_Medium_value_payments
41444;High_spent_Small_value_payments
41445;Low_spent_Small_value_payments
41446;Low_spent_Small_value_payments
41447;Low_spent_Large_value_payments
41448;Low_spent_Large_value_payments
41449;Low_spent_Medium_value_payments
41450;High_spent_Medium_value_payments
41451;High_spent_Medium_value_payments
41452;High_spent_Large_value_payments
41453;Low_spent_Small_value_payments
41454;Low_spent_Medium_value_payments
41455;Low_spent_Large_value_payments
41456;High_spent_Large_value_payments
41457;High_spent_Medium_value_payments
41458;Low_spent_Small_value_payments
41459;Low_spent_Small_value_payments
41460;Low_spent_Medium_value_payments
41461;High_spent_Medium_value_payments
41462;High_spent_Medium_value_payments
41463;High_spent_Medium_value_payments
41464;Low_spent_Medium_value_payments
41465;Low_spent_Large_value_payments
41466;Low_spent_Small_value_payments
41467;Low_spent_Medium_value_payments
41468;High_spent_Small_value_payments
41469;High_spent_Large_value_payments
41470;Low_spent_Medium_value_payments
41471;Low_spent_Large_value_payments
41472;Low_spent_Small_value_payments
41473;High_spent_Large_value_payments
41474;Low_spent_Medium_value_payments
41475;High_spent_Small_value_payments
41476;Low_spent_Small_value_payments
41477;Low_spent_Small_value_payments
41478;High_spent_Large_value_payments
41479;Low_spent_Small_value_payments
41480;High_spent_Large_value_payments
41481;High_spent_Large_value_payments
41482;High_spent_Medium_value_payments
41483;High_spent_Large_value_payments
41484;Low_spent_Small_value_payments
41485;High_spent_Large_value_payments
41486;High_spent_Medium_value_payments
41487;High_spent_Medium_value_payments
41488;Low_spent_Small_value_payments
41489;High_spent_Small_value_payments
41490;High_spent_Medium_value_payments
41491;High_spent_Medium_value_payments
41492;High_spent_Medium_value_payments
41493;High_spent_Large_value_payments
41494;High_spent_Small_value_payments
41495;High_spent_Small_value_payments
41496;High_spent_Medium_value_payments
41497;High_spent_Small_value_payments
41498;High_spent_Large_value_payments
41499;Low_spent_Medium_value_payments
41500;Low_spent_Large_value_payments
41501;Low_spent_Large_value_payments
41502;Low_spent_Medium_value_payments
41503;Low_spent_Small_value_payments
41504;High_spent_Medium_value_payments
41505;High_spent_Large_value_payments
41506;High_spent_Medium_value_payments
41507;High_spent_Medium_value_payments
41508;High_spent_Medium_value_payments
41509;High_spent_Large_value_payments
41510;Low_spent_Medium_value_payments
41511;High_spent_Large_value_payments
41512;Low_spent_Large_value_payments
41513;Low_spent_Small_value_payments
41514;High_spent_Small_value_payments
41515;Low_spent_Large_value_payments
41516;Low_spent_Medium_value_payments
41517;High_spent_Medium_value_payments
41518;High_spent_Small_value_payments
41519;High_spent_Large_value_payments
41520;High_spent_Medium_value_payments
41521;Low_spent_Medium_value_payments
41522;High_spent_Medium_value_payments
41523;Low_spent_Large_value_payments
41524;Low_spent_Small_value_payments
41525;Low_spent_Small_value_payments
41526;Low_spent_Small_value_payments
41527;Low_spent_Medium_value_payments
41528;High_spent_Small_value_payments
41529;Low_spent_Medium_value_payments
41530;High_spent_Small_value_payments
41531;Low_spent_Medium_value_payments
41532;Low_spent_Medium_value_payments
41533;Low_spent_Large_value_payments
41534;High_spent_Small_value_payments
41535;High_spent_Small_value_payments
41536;High_spent_Large_value_payments
41537;High_spent_Small_value_payments
41538;Low_spent_Small_value_payments
41539;High_spent_Large_value_payments
41540;Low_spent_Medium_value_payments
41541;High_spent_Large_value_payments
41542;High_spent_Medium_value_payments
41543;High_spent_Medium_value_payments
41544;High_spent_Large_value_payments
41545;High_spent_Small_value_payments
41546;Low_spent_Small_value_payments
41547;Low_spent_Small_value_payments
41548;Low_spent_Medium_value_payments
41549;Low_spent_Medium_value_payments
41550;Low_spent_Medium_value_payments
41551;Low_spent_Small_value_payments
41552;High_spent_Small_value_payments
41553;Low_spent_Small_value_payments
41554;Low_spent_Large_value_payments
41555;Low_spent_Medium_value_payments
41556;High_spent_Small_value_payments
41557;High_spent_Large_value_payments
41558;High_spent_Medium_value_payments
41559;High_spent_Medium_value_payments
41560;High_spent_Medium_value_payments
41561;Low_spent_Medium_value_payments
41562;High_spent_Large_value_payments
41563;High_spent_Small_value_payments
41564;Low_spent_Medium_value_payments
41565;Low_spent_Small_value_payments
41566;Low_spent_Large_value_payments
41567;Low_spent_Small_value_payments
41568;High_spent_Medium_value_payments
41569;Low_spent_Medium_value_payments
41570;High_spent_Large_value_payments
41571;Low_spent_Medium_value_payments
41572;High_spent_Large_value_payments
41573;High_spent_Medium_value_payments
41574;High_spent_Medium_value_payments
41575;High_spent_Large_value_payments
41576;Low_spent_Small_value_payments
41577;High_spent_Large_value_payments
41578;Low_spent_Large_value_payments
41579;Low_spent_Medium_value_payments
41580;High_spent_Large_value_payments
41581;High_spent_Medium_value_payments
41582;Low_spent_Large_value_payments
41583;Low_spent_Small_value_payments
41584;High_spent_Large_value_payments
41585;Low_spent_Large_value_payments
41586;Low_spent_Small_value_payments
41587;Low_spent_Medium_value_payments
41588;Low_spent_Small_value_payments
41589;High_spent_Small_value_payments
41590;Low_spent_Medium_value_payments
41591;High_spent_Medium_value_payments
41592;High_spent_Medium_value_payments
41593;Low_spent_Small_value_payments
41594;Low_spent_Small_value_payments
41595;Low_spent_Large_value_payments
41596;Low_spent_Medium_value_payments
